record_id,original_title,original_pmid,original_status,search_pmids_found,best_match_pmid,best_match_title,title_match_score,lookup_outcome,new_abstract_found
DUP_01328,Needling sensation: Explanation of incongruent conclusion drawn from acupuncture fMRI study [1],,no_pmid,,,,0.0,no_results,False
DUP_00682,Different cerebellar responding to acupuncture at Liv3 and LI4: An fMRI study,,no_pmid,,,,0.0,no_results,False
DUP_01025,"fMRI study of acupuncture at ""four gate points"" on normal aging people",,no_pmid,,,,0.0,no_results,False
DUP_01676,Study of acupuncture point Liv 3 with functional MRI,,no_pmid,,,,0.0,no_results,False
DUP_00115,Acupuncture at shenmen acupoint for brain functional MRI of patients with Alzheimer disease,,no_pmid,,,,0.0,no_results,False
DUP_00531,Changes of brain function in different areas of cerebral cortices due to electroacupuncture at the point ST36 through MRI,,no_pmid,,,,0.0,no_results,False
DUP_00983,Evidence from brain imaging with fMRI supporting functional specifity of acupoints in humans,,no_pmid,24657460; 14698480,14698480,Evidence from brain imaging with fMRI supporting functional specificity of acupoints in humans.,0.923,pmid_found_with_abstract,True
DUP_01060,Functional magnetic resonance imaging of real and sham acupuncture,,no_pmid,31176295; 15825843,15825843,Functional magnetic resonance imaging of real and sham acupuncture. Noninvasively measuring cortical activation from acupuncture.,1.0,pmid_found_no_abstract,False
DUP_01560,Relationship between cerebral function and Kuangming and Taichong acupoints detected with functional MRI,,no_pmid,,,,0.0,no_results,False
DUP_01713,Temporal cluster for the anlaysis of the fMRI characteristics of acupuncture at Hegu acupoint,,no_pmid,,,,0.0,no_results,False
DUP_01731,The application of fMRI to basic experiments in acupuncture,,no_pmid,15825845,15825845,The application of fMRI to basic experiments in acupuncture. The effects of stimulus points and content on cerebral activities and responses.,1.0,pmid_found_no_abstract,False
DUP_00624,Cortical activations upon stimulation of the sensorimotor-implicated acupoints,,no_pmid,15172057,15172057,Cortical activations upon stimulation of the sensorimotor-implicated acupoints.,1.0,pmid_found_with_abstract,True
DUP_01067,Functional magnetic resonance tomography in acupuncture research,,no_pmid,,,,0.0,no_results,False
DUP_01293,Modulatory Effect of Acupuncture on Human Brain Activity,,no_pmid,,,,0.0,no_results,False
DUP_00019,A functional magnetic resonance imaging study comparing brain activations during language task with activations during electrical stimulation of language-implicated acupoints,,no_pmid,,,,0.0,no_results,False
DUP_01042,Functional Brain Imaging - Acupuncture and Osteoarthritis,,no_pmid,,,,0.0,no_results,False
DUP_01954,Visual cortical activations on functional magnetic resonance imaging upon stimulation of vision-implicated acupoints,,no_pmid,12692460,12692460,Visual cortical activations on fMRI upon stimulation of the vision-implicated acupoints.,0.692,possible_match_needs_verification,False
DUP_00426,Brain activation of acupuncture induced analgesia,,no_pmid,32577957; 26849399; 7648694,32577957,Purinergic signaling as a basis of acupuncture-induced analgesia.,0.333,no_good_match,False
DUP_00201,acupuncture modulates the limbic system and subcortical gray structures of the human brain - Direct evidence by fMRI,,no_pmid,,,,0.0,no_results,False
DUP_00031,"A neurometric analysis of brain functions after halothane anaesthesia, neuroleptanalgesia and combined acupuncture-analgesia",,no_pmid,637286,637286,"[A neurometric analysis of brain functions after halothane anaesthesia, neuroleptanalgesia and combined acupuncture-analgesia (author's transl)].",1.0,pmid_found_with_abstract,True
DUP_00472,Brain response and Kirlian photography of the cat under acupuncture,,no_pmid,,,,0.0,no_results,False
